DATE,MGDP_logdiff_pred
1991-01-01,
1991-02-01,0.0033431316260248423
1991-03-01,0.0017331839771941304
1991-04-01,-0.0003852540685329586
1991-05-01,-0.0003852540685329586
1991-06-01,-0.0003852540685329586
1991-07-01,-0.0006520931492559612
1991-08-01,-0.0006520931492559612
1991-09-01,-0.0006520931492559612
1991-10-01,0.00041204746230505407
1991-11-01,0.00041204746230505407
1991-12-01,0.00041204746230505407
1992-01-01,-0.0001157464284915477
1992-02-01,-0.0001157464284915477
1992-03-01,-0.0001157464284915477
1992-04-01,-0.0005174920079298317
1992-05-01,-0.0005174920079298317
1992-06-01,-0.0005174920079298317
1992-07-01,0.001581807853654027
1992-08-01,0.001581807853654027
1992-09-01,0.001581807853654027
1992-10-01,0.002558710053563118
1992-11-01,0.002558710053563118
1992-12-01,0.002558710053563118
1993-01-01,0.0016629933379590511
1993-02-01,0.0016629933379590511
1993-03-01,0.0016629933379590511
1993-04-01,0.0014836776535958052
1993-05-01,0.0014836776535958052
1993-06-01,0.0014836776535958052
1993-07-01,0.002387118060141802
1993-08-01,0.004341464024037123
1993-09-01,0.002387118060141802
1993-10-01,0.002262047491967678
1993-11-01,0.002262047491967678
1993-12-01,0.002262047491967678
1994-01-01,0.0032673601526767015
1994-02-01,0.0032673601526767015
1994-03-01,0.0032673601526767015
1994-04-01,0.003041237825527787
1994-05-01,0.003041237825527787
1994-06-01,0.003041237825527787
1994-07-01,0.0033510432112962008
1994-08-01,0.0033510432112962008
1994-09-01,0.0033510432112962008
1994-10-01,0.0014457112411037087
1994-11-01,0.0014457112411037087
1994-12-01,0.0014457112411037087
1995-01-01,0.0017108600586652756
1995-02-01,0.0017108600586652756
1995-03-01,0.0017108600586652756
1995-04-01,0.0007002981728874147
1995-05-01,0.0007002981728874147
1995-06-01,0.0007002981728874147
1995-07-01,0.003695256542414427
1995-08-01,0.003695256542414427
1995-09-01,0.003695256542414427
1995-10-01,0.0010524592362344265
1995-11-01,0.0010524592362344265
1995-12-01,0.0010524592362344265
1996-01-01,0.0022245189175009727
1996-02-01,0.0022245189175009727
1996-03-01,0.0022245189175009727
1996-04-01,0.0010221179109066725
1996-05-01,0.0010221179109066725
1996-06-01,0.0010221179109066725
1996-07-01,0.0033903976436704397
1996-08-01,0.0027290056459605694
1996-09-01,0.003062537172809243
1996-10-01,0.005760588683187962
1996-11-01,0.004048918839544058
1996-12-01,0.004048918839544058
1997-01-01,0.005285371094942093
1997-02-01,0.005285371094942093
1997-03-01,0.005285371094942093
1997-04-01,0.0037434499245136976
1997-05-01,0.0037434499245136976
1997-06-01,0.0037434499245136976
1997-07-01,0.0028442153707146645
1997-08-01,0.0028442153707146645
1997-09-01,0.0028442153707146645
1997-10-01,0.004995694849640131
1997-11-01,0.004995694849640131
1997-12-01,0.004995694849640131
1998-01-01,0.0024422972928732634
1998-02-01,0.0024422972928732634
1998-03-01,0.0024422972928732634
1998-04-01,0.0020305949728935957
1998-05-01,0.0020305949728935957
1998-06-01,0.0020305949728935957
1998-07-01,0.0011055206414312124
1998-08-01,0.0011055206414312124
1998-09-01,0.0011055206414312124
1998-10-01,0.0022080184426158667
1998-11-01,0.0022080184426158667
1998-12-01,0.0022080184426158667
1999-01-01,0.002210003323853016
1999-02-01,0.002210003323853016
1999-03-01,0.002210003323853016
1999-04-01,0.0016043115174397826
1999-05-01,0.0016043115174397826
1999-06-01,0.0016043115174397826
1999-07-01,0.010562638752162457
1999-08-01,0.003637884743511677
1999-09-01,0.0019622910767793655
1999-10-01,0.003608805127441883
1999-11-01,0.007079274859279394
1999-12-01,0.003608805127441883
2000-01-01,0.004109601024538279
2000-02-01,0.004109601024538279
2000-03-01,0.004109601024538279
2000-04-01,0.0024541637394577265
2000-05-01,0.0024541637394577265
2000-06-01,0.0024541637394577265
2000-07-01,0.002124257618561387
2000-08-01,0.002124257618561387
2000-09-01,0.002124257618561387
2000-10-01,0.00203436310403049
2000-11-01,0.00203436310403049
2000-12-01,0.00203436310403049
2001-01-01,0.003097285283729434
2001-02-01,0.003097285283729434
2001-03-01,0.003097285283729434
2001-04-01,0.0014099369291216135
2001-05-01,0.0014099369291216135
2001-06-01,0.0014099369291216135
2001-07-01,0.0017331537092104554
2001-08-01,0.0017331537092104554
2001-09-01,0.0017331537092104554
2001-10-01,0.0009999071480706334
2001-11-01,0.0009999071480706334
2001-12-01,0.0009999071480706334
2002-01-01,0.0009294961346313357
2002-02-01,0.0009294961346313357
2002-03-01,0.0009294961346313357
2002-04-01,0.0018622941570356488
2002-05-01,0.0018622941570356488
2002-06-01,0.001077741151675582
2002-07-01,0.001993027748540044
2002-08-01,0.0025693965144455433
2002-09-01,0.0025693965144455433
2002-10-01,0.00255744531750679
2002-11-01,0.00255744531750679
2002-12-01,0.00255744531750679
2003-01-01,0.004198271781206131
2003-02-01,0.001536073861643672
2003-03-01,0.001536073861643672
2003-04-01,0.002916527446359396
2003-05-01,0.002916527446359396
2003-06-01,0.002916527446359396
2003-07-01,0.0030462818685919046
2003-08-01,0.0030462818685919046
2003-09-01,0.0030462818685919046
2003-10-01,0.0027909083291888237
2003-11-01,0.0027909083291888237
2003-12-01,0.0027909083291888237
2004-01-01,0.0013271264033392072
2004-02-01,0.0013271264033392072
2004-03-01,0.0013271264033392072
2004-04-01,0.001898324117064476
2004-05-01,0.001898324117064476
2004-06-01,0.001898324117064476
2004-07-01,0.0012224336387589574
2004-08-01,0.0012224336387589574
2004-09-01,0.0012224336387589574
2004-10-01,0.0015886931214481592
2004-11-01,0.0015993440756574273
