DATE,Share_Prices,CPI,Prod_Vol,Intr_Rate,Intr_10Y,Total Reserves,Uncertainty,Exchange,Exports,Imports
2022-09-01,109.0082,122.3,98.78883,3.5007,3.5007,143168.419872657,343.61267,1.132,32814870000.0,51613160000.0
2022-10-01,105.719,124.3,99.21011,4.1096,4.1096,147883.951063842,548.2784,1.1332,32019529999.999996,51225460000.0
2022-11-01,111.7236,124.8,98.99947,3.4171,3.4171,155708.311898185,394.90492,1.1727,32171400000.0,52115790000.00001
2022-12-01,113.3291,125.3,99.10479,3.5015,3.5015,158329.888611581,247.44959,1.218,32275810000.0,58747390000.0
2023-01-01,117.266,124.8,98.99947,3.5115,3.5115,157178.426346746,267.36625,1.2237,31959320000.0,53266030000.00001
2023-02-01,120.0188,126.0,99.10479,3.5553,3.5553,150887.549918124,267.98471,1.2084,31480140000.000004,52700520000.0
2023-03-01,115.8184,126.8,99.73670000000001,3.5638,3.5638,153635.179866158,297.87573,1.2138,30732329999.999996,49968109999.99999
2023-04-01,118.566,128.3,99.84203,3.6503,3.6503,155736.027271694,218.15759,1.2446,31548320000.0,51186840000.0
2023-05-01,116.9485,129.1,98.89416000000001,3.9621,3.9621,151735.733463413,286.87349,1.2484,30660960000.0,52181300000.0
2023-06-01,114.5883,129.4,101.5271,4.3659,4.3659,154203.902263756,243.64958,1.2627,30547370000.0,49223390000.0
2023-07-01,113.9178,129.0,100.4739,4.4372,4.4372,158791.92242353,276.09509,1.2893,30765009999.999996,48972830000.0
2023-08-01,112.8674,129.4,100.0527,4.5298,4.5298,157474.646905291,267.4251,1.2706,29584920000.0,47681120000.0
2023-09-01,114.8787,130.1,99.84203,4.4199,4.4199,151702.348915826,255.42736,1.2381,29828340000.0,46852470000.00001
2023-10-01,113.4461,130.2,98.47288,4.5695,4.5695,151405.668687485,270.91056,1.2175,30358280000.0,49983140000.0
2023-11-01,112.8533,130.0,98.99947,4.2721,4.2721,154558.623754431,250.73352,1.2437,30441229999.999996,48502700000.0
2023-12-01,115.4689,130.5,99.63139,3.8622,3.8622,157340.769137404,162.62321,1.2657,30150070000.0,48361390000.0
2024-01-01,115.3066,130.0,99.10479,3.9319,3.9319,153809.638860369,256.49037,1.2701,29619420000.0,45898610000.0
2024-02-01,115.8311,130.8,100.0527,4.123,4.123,152818.443347572,254.38125,1.263,29718310000.0,45685670000.0
2024-03-01,117.9558,131.6,100.2633,4.033,4.033,153682.722633046,171.84816,1.2713,29591459999.999996,47396120000.0
2024-04-01,120.9609,132.2,,4.2172,4.2172,147978.210397509,190.47289,1.2517,28835100000.0,48592090000.0
2024-05-01,126.2393,132.7,,4.2229,4.2229,151761.359534591,265.26236,1.2636,28401670000.000004,47499520000.00001
2024-06-01,124.5847,133.0,,4.1644,4.1644,149466.124302346,218.6309,1.2716,30254630000.0,51924360000.0
2024-07-01,124.4262,132.9,,4.1386,4.1386,152868.164714553,113.29084,1.287,28897430000.0,47997000000.0
2024-08-01,125.2097,133.4,,3.9444,3.9444,155334.369659826,181.54405,1.2945,30302390000.000004,49029230000.0
2024-09-01,125.3474,133.5,,3.9053,3.9053,154515.2862688,303.67783,1.3219,28108710000.0,45572950000.0
2024-10-01,125.363,134.3,,4.1993,4.1993,150987.838326147,388.31066,1.3043,27872759999.999996,47891520000.0
2024-11-01,123.711,134.6,,4.4164,4.4164,151038.613797078,396.50595,1.2738,28290159999.999996,49740990000.0
2024-12-01,124.7651,135.1,,4.4345,4.4345,148569.354566836,409.25162,1.2647,28501009999.999996,48003690000.0
