DATE,CPI,Unemp,Prod_Vol,Retail,Exports,Imports,Manuf,Total Reserves,Eff_Ex_Rate,Uncertainty,^GDAXI,Real GDP,price_comp
2019-03-01,104.2174,3.0,103.8982,110.7092,111760500000.0,91996700000.0,1.0679611650485383,59300.7976369002,99.09,229.38424,11542.59193638393,,96.2
2019-04-01,105.2175,3.0,102.4485,110.9092,109005600000.0,91572000000.0,-1.3448607108549406,59812.8502653026,99.5,214.20435,12067.97802734375,763214.8,96.5
2019-05-01,105.4176,2.9,102.8351,108.509,110736900000.0,91312900000.0,0.4868549172346616,60194.8427449971,99.7,196.30671,12079.569557883522,,96.7
2019-06-01,105.7176,2.9,101.5786,112.0093,109282600000.0,92328700000.0,-1.0658914728682332,60237.1213476571,100.2,205.54046,12164.201017680922,,96.8
2019-07-01,106.2177,2.9,101.192,111.4093,110087600000.0,91118500000.0,-0.3917727717923368,60303.1581725587,100.37,229.73694,12406.857421875,765262.9,96.7
2019-08-01,106.0177,2.9,101.5786,111.2093,109768500000.0,90775000000.0,0.393313667649927,61398.428606762,100.09,277.04245,11719.74951171875,,96.4
2019-09-01,106.0177,2.9,100.6121,112.0093,111621200000.0,91856100000.0,-1.077375122428986,59559.637363136,99.66,245.14056,12285.25344122024,,96.2
2019-10-01,106.1177,3.0,100.0322,110.9092,112713600000.0,92108500000.0,-0.5940594059405911,59756.2393945535,99.52,250.56589,12538.201837713068,764970.4,96.2
2019-11-01,105.3176,3.1,100.3222,111.7093,110077999999.99998,91782700000.0,0.199203187250995,59130.9641403185,98.65,222.59568,13200.829520089286,,96.0
2019-12-01,105.8176,3.1,98.00258,112.5094,111734200000.0,91710100000.0,-2.4850894632206746,59184.5330164154,98.97,235.98632,13193.275607638889,,95.9
2020-01-01,105.2175,3.2,100.9987,112.5094,110381600000.0,93854600000.0,3.2619775739041748,60305.4741380786,98.81,199.22176,13370.52352627841,748127.8,95.8
2020-02-01,105.5338,3.3,101.5786,112.5094,113115800000.0,92339400000.0,0.7897334649555737,61316.1211374164,98.54,204.83529,13330.550537109377,,95.5
2020-03-01,105.7447,3.4,91.23711,111.7093,99595400000.0,85605200000.0,-10.577864838393724,60300.4144091954,100.08,361.36888,10034.25674715909,,96.4
2020-04-01,105.8501,3.5,71.71392,105.6088,75262200000.0,72400300000.0,-22.015334063526826,61496.7244920976,99.82,297.89851,10374.506982421875,681565.8,96.2
2020-05-01,105.8501,3.6,79.73581999999999,117.3098,82805200000.0,74567300000.0,11.938202247190995,61632.8719198894,99.88,282.24844,10993.741015625,,96.3
2020-06-01,105.9555,3.7,89.01418000000001,116.8097,92862800000.0,79380500000.0,11.668757841907151,62051.749828287,100.47,247.64984,12313.64806547619,,97.0
2020-07-01,105.1121,3.8,90.94717,116.9097,98606200000.0,81643600000.0,2.4719101123595513,62967.0785917251,99.89,248.82286,12740.95609714674,740886.4,96.1
2020-08-01,105.1121,3.9,90.85052,119.0099,101224900000.0,86129200000.0,-0.548245614035085,62487.0947153022,100.61,213.09036,12882.407645089286,,97.0
2020-09-01,105.1121,3.9,93.1701,118.2099,104328200000.0,86671400000.0,2.7563395810363818,62253.7098278525,100.61,278.59221,12960.89639559659,,96.8
2020-10-01,105.323,3.9,96.74613,121.0101,105744900000.0,87210200000.0,3.969957081545069,62392.2469214767,100.45,311.5825,12603.100896661932,749298.1,96.6
2020-11-01,105.1121,3.9,97.90593,122.2102,108019800000.0,90835200000.0,1.4447884416924597,62952.6201847824,100.15,328.15252,12960.69140625,,96.5
2020-12-01,105.2175,3.9,97.80928,116.7097,108661200000.0,90611000000.0,0.0,63969.3467486789,100.71,208.95865,13425.95009765625,,96.9
2021-01-01,106.4827,3.9,98.38918,105.5088,107924700000.0,88339800000.0,-0.1017293997965294,64765.417205294,101.57,231.37864,13823.258984375,740960.2,97.9
2021-02-01,107.1152,3.9,96.64948,108.7091,108852000000.0,91402100000.0,-1.9348268839104,64612.7378885658,101.71,185.27867,13951.163916015625,,98.1
2021-03-01,107.6424,3.9,98.19588,120.31,112669900000.0,95749800000.0,1.9730010384216128,63415.5591009804,101.53,217.46619,14508.14262058424,,97.7
2021-04-01,107.9587,3.8,98.19588,113.2094,112034800000.0,96304900000.0,-0.2036659877800509,63620.3511373048,101.51,179.65824,15236.42744140625,759831.7,97.9
2021-05-01,108.1695,3.7,96.64948,116.6097,112750500000.0,98004100000.0,-1.2244897959183727,64076.7171824193,101.71,141.38606,15305.75,,98.1
2021-06-01,108.4858,3.6,95.1031,122.6102,111529100000.0,98349700000.0,-1.2396694214875974,63708.9725301366,101.46,152.61494,15618.97403231534,,97.9
2021-07-01,109.013,3.5,96.64948,116.7097,113811500000.0,97072300000.0,1.569037656903758,63963.3499550806,101.29,197.37942,15573.488991477272,760124.3,97.8
2021-08-01,109.1184,3.4,91.81701,118.8099,111553600000.0,97845600000.0,-4.325437693099888,100572.468896683,100.86,187.20578,15816.081365411932,,97.4
2021-09-01,109.4347,3.4,92.10696,116.6097,112077500000.0,98451500000.0,-0.6458557588805135,99513.4549438966,101.04,206.72854,15584.468616832386,,97.3
2021-10-01,109.9618,3.3,95.58634,118.8099,117437900000.0,103664100000.0,3.6836403033586183,99843.0601092985,100.31,198.51042,15401.868071056548,764805.6,96.7
2021-11-01,110.1727,3.3,96.16624,121.3101,118292999999.99998,107358400000.0,0.7314524555903829,100395.477192666,99.51,246.60827,15938.779651988636,,96.1
2021-12-01,110.3835,3.2,97.22938,119.2099,121702000000.0,114241700000.0,1.0373443983402553,99169.0596135975,99.12,298.15951,15587.753348214286,,95.8
2022-01-01,110.9107,3.2,97.03608,120.51,123529200000.0,114093100000.0,0.1026694045174419,98845.3785988495,98.99,264.63419,15762.909970238095,766195.5,96.0
2022-02-01,111.7541,3.1,97.61598,120.51,124834300000.0,113135700000.0,-0.3076923076923062,100200.064112295,99.17,220.46791,15095.82490234375,,96.2
2022-03-01,113.9681,3.1,92.68686,120.9101,126345600000.0,122384900000.0,-3.703703703703708,99904.3581370371,98.92,392.01202,14012.71042798913,,96.3
2022-04-01,114.7061,3.0,94.42654,116.6097,126321100000.0,123899000000.0,1.0683760683760632,97685.419849008,98.74,334.669,14166.986996299342,766049.3,96.1
2022-05-01,115.7604,3.0,94.81314,115.6096,132298200000.0,128167399999.99998,1.1627906976744364,98228.2208069457,98.94,328.47521,13991.862260298296,,96.6
2022-06-01,115.7604,3.0,95.68299,113.4095,133303500000.0,127222200000.0,0.7314524555903829,97231.7918086464,98.27,332.62825,13601.01131924716,,95.7
2022-07-01,116.2875,3.0,95.58634,114.8096,131719500000.0,127076300000.0,-0.6224066390041578,96840.0139116463,97.2,403.90579,12981.4052734375,770584.3,94.8
2022-08-01,116.7092,3.0,94.52319,114.2095,135395700000.0,132880500000.0,0.0,95367.5235191999,96.67,327.91541,13449.552097486414,,94.5
2022-09-01,118.8178,3.1,96.45618,116.0097,139034300000.0,134443400000.0,1.356993736951977,94825.5929098419,98.16,396.80379,12692.554154829546,,95.9
2022-10-01,119.6612,3.1,95.39304,112.7094,135830000000.0,127336700000.0,-0.7209062821833013,95493.3935625728,97.97,418.61884,12673.459170386905,766634.4,96.0
2022-11-01,119.8721,3.1,96.35954,113.9095,136685399999.99998,126320300000.0,0.933609958506208,97956.7403001983,98.8,357.08668,14068.89999112216,,97.0
2022-12-01,119.3449,3.0,94.23325,112.2094,131441700000.0,120171700000.0,-2.1582733812949537,98413.6833367965,98.91,279.6471,14168.920944940475,,96.2
2023-01-01,120.5047,3.0,96.06959,112.7094,132297500000.0,119086500000.0,1.5756302521008445,99260.2017166566,100.05,281.77821,14896.36172762784,767749.9,97.5
2023-02-01,121.4535,2.9,97.90593,112.3094,132987699999.99998,116471100000.0,1.9648397104446649,97972.8947093916,100.23,272.40225,15404.176953125,,97.7
2023-03-01,122.4024,2.9,95.68299,111.5093,133834600000.0,116623600000.0,-2.129817444219068,99735.4383174292,100.73,324.77326,15262.70949388587,,98.0
2023-04-01,122.9295,2.9,95.39304,112.0093,127001700000.0,111060700000.0,0.1036269430051808,99911.8198196939,101.28,244.23158,15760.991644965276,766579.5,98.6
2023-05-01,122.8241,2.9,95.29639,113.2094,131715700000.0,117272800000.0,0.31055900621119,98767.2792467504,100.78,265.50803,15932.643243963068,,98.1
2023-06-01,123.1404,3.0,93.9433,112.8094,131965100000.0,114659600000.0,-1.0319917440660424,99753.7037651267,100.76,247.21465,16041.180042613636,,98.2
2023-07-01,123.4566,3.0,92.88016,112.8094,129773800000.0,112821900000.0,-1.355578727841518,100287.312091076,101.17,263.57203,16069.68810453869,768042.5,98.4
2023-08-01,123.8784,3.0,92.78351,111.4093,129719600000.0,109831800000.0,0.7399577167018992,99389.0042204953,101.0,287.96256,15829.473080842392,,98.3
2023-09-01,124.1946,3.1,91.72036,111.5093,127385700000.0,109410300000.0,-1.67890870933891,97780.3294169315,100.83,319.51199,15637.992001488095,,98.0
2023-10-01,124.1946,3.1,91.72036,112.6094,129294099999.99998,109404400000.0,-0.426894343649968,98396.1299760049,100.53,314.2169,15059.187721946022,765189.8,97.7
2023-11-01,123.6675,3.1,91.81701,112.0093,131554399999.99998,110884700000.0,-0.4287245444801576,100045.845527148,100.84,315.77124,15631.793146306818,,98.1
2023-12-01,123.7729,3.2,90.17397,111.7093,127508700000.0,107741700000.0,-1.50699677072121,100391.907874527,100.48,281.71082,16681.726459703947,,97.6
2024-01-01,123.9838,3.2,91.04382,111.5093,131916000000.0,108324300000.0,0.9836065573770564,99439.4356507486,100.53,323.41011,16704.547318892044,767000.1,97.8
2024-02-01,124.5109,3.3,92.10696,109.8092,132195000000.0,111113999999.99998,,100500.244733205,100.32,276.98234,17137.254743303572,,97.7
2024-03-01,125.0381,3.3,91.43041,112.3094,129947000000.0,109594900000.0,,99591.6380488528,100.7,231.31778,18000.54453125,,98.1
2024-04-01,125.6706,3.4,,,134315300000.0,112600800000.0,,98569.4875463485,100.93,268.1715,18045.728701636905,764732.6,98.3
2024-05-01,125.7761,3.4,,,128350800000.0,107154600000.0,,99230.659417219,101.1,290.83528,18577.892223011364,,98.5
2024-06-01,125.8815,3.5,,,127303100000.0,106754100000.0,,99919.1173360259,100.9,327.50626,18317.66494140625,,98.1
2024-07-01,126.3032,3.5,,,127769100000.0,110103900000.0,,99689.0336587264,101.27,361.85379,18414.577955163044,765537.2,98.4
2024-08-01,126.1978,3.5,,,129453200000.0,109219000000.0,,100316.142088083,101.01,263.42825,18165.501953125,,98.2
2024-09-01,126.1978,3.5,,,127673300000.0,110481900000.0,,101962.754210628,101.23,345.05096,18761.79334077381,,98.2
2024-10-01,126.7249,3.5,,,125488700000.0,111181100000.0,,98699.04517556,101.12,392.07715,19334.973335597828,764001.2,98.1
2024-11-01,126.4086,3.5,,,128404500000.0,108803700000.0,,99683.7478260008,100.52,479.98873,19236.87658110119,,97.4
2024-12-01,127.0412,3.5,,,128428699999.99998,108681000000.0,,96792.0038562425,100.49,484.41531,20179.55447048611,,97.2
